"# ",514.5,502.67,1500,.288,427,-.0246,0,160.064,620.002,50,60,4
3529.495,33883.33
3530.269,33831
3531.042,33813
3531.816,33769
3532.589,33863.33
3533.363,33726
3534.136,33669.33
3534.909,33636.67
3535.682,33699.67
3536.455,33592.67
3537.228,33539.33
3538,33587
3538.773,33593
3539.545,33534.33
3540.318,33501.67
3541.09,33502
3541.862,33404.33
3542.634,33474
3543.406,33384.67
3544.178,33387
3544.949,33397.67
3545.721,33344.33
3546.492,33350
3547.264,33396.33
3548.035,33381.67
3548.806,33267
3549.577,33318.33
3550.348,33129
3551.119,33163.33
3551.889,33161
3552.66,33219.67
3553.43,33081
3554.201,33070.33
3554.971,33113.33
3555.741,33055.33
3556.511,33002
3557.281,33077.67
3558.051,32956.33
3558.821,32914
3559.59,32899.67
3560.36,32891.33
3561.129,32825.33
3561.898,32891
3562.667,32784.33
3563.437,32802
3564.206,32810
3564.974,32673
3565.743,32721.67
3566.511,32699
3567.28,32741.33
3568.048,32563.67
3568.817,32644.33
3569.585,32637.67
3570.353,32605.33
3571.121,32540
3571.889,32550
3572.656,32595.67
3573.424,32513
3574.191,32473.33
3574.959,32510.67
3575.726,32407
3576.493,32482
3577.26,32529.33
3578.027,32344.67
3578.794,32455.67
3579.561,32296.33
3580.327,32329.33
3581.094,32364.33
3581.86,32338
3582.627,32254
3583.393,32342.33
3584.159,32267.33
3584.925,32252.33
3585.691,32197
3586.457,32243
3587.222,32204.33
3587.988,32167.67
3588.753,32142.33
3589.518,32112.67
3590.283,32070
3591.049,32047.33
3591.813,32081
3592.578,32000
3593.343,32030.67
3594.108,32050.67
3594.872,31995
3595.637,31974.67
3596.401,31833.67
3597.165,31937.33
3597.929,31750.33
3598.693,31839.67
3599.457,31800.33
3600.221,31767.67
3600.985,31760
3601.748,31769.33
3602.512,31642.67
3603.275,31745.67
3604.038,31661
3604.801,31637
3605.564,31679.67
3606.327,31619.33
3607.09,31532.67
3607.853,31588.33
3608.615,31510.33
3609.378,31564.67
3610.14,31403.67
3610.902,31497
3611.665,31584.67
3612.427,31436
3613.188,31361.33
3613.95,31405
3614.712,31363.67
3615.474,31423.67
3616.235,31379
3616.996,31289
3617.758,31353.33
3618.519,31271
3619.28,31225
3620.041,31271
3620.802,31167.33
3621.562,31245.33
3622.323,31228
3623.083,31194.33
3623.844,31124.67
3624.604,31149.67
3625.364,31014
3626.124,31073.33
3626.884,30955
3627.644,30948.67
3628.404,30926
3629.163,30995.67
3629.923,30927.33
3630.682,30861
3631.442,30854.67
3632.201,30871.67
3632.96,30834.33
3633.719,30810.67
3634.478,30853
3635.237,30722.67
3635.995,30763
3636.754,30711.33
3637.512,30690
3638.271,30730
3639.029,30616.33
3639.787,30612.33
3640.545,30615
3641.303,30568
3642.061,30551
3642.818,30617.67
3643.576,30426
3644.333,30517.33
3645.091,30382
3645.848,30514.67
3646.605,30401
3647.362,30365.67
3648.119,30328
3648.875,30362
3649.632,30342
3650.389,30275.67
3651.145,30228
3651.902,30185.67
3652.658,30182
3653.414,30133.67
3654.17,30201.33
3654.926,30090.67
3655.682,30164
3656.438,29988.67
3657.193,30100.33
3657.949,30021.67
3658.704,29968.33
3659.459,29996.33
3660.215,29965
3660.97,29981
3661.725,29947.33
3662.479,29919.67
3663.234,29925.67
3663.989,29888
3664.743,29777.67
3665.498,29860.67
3666.252,29787.67
3667.006,29856
3667.76,29817.67
3668.514,29718.67
3669.268,29799
3670.022,29823.67
3670.776,29637.33
3671.529,29636.33
3672.283,29686
3673.036,29658
3673.789,29747.67
3674.542,29569.33
3675.295,29596.33
3676.048,29588.67
3676.801,29555.67
3677.554,29561.33
3678.306,29704
3679.059,29525.33
3679.811,29574
3680.563,29613.33
3681.316,29528.67
3682.068,29570
3682.82,29525.33
3683.572,29549
3684.323,29471.67
3685.075,29570
3685.826,29494.33
3686.578,29517.67
3687.329,29460.67
3688.08,29543.67
3688.831,29567.67
3689.582,29442.67
3690.333,29510.33
3691.084,29483.33
3691.834,29494
3692.585,29485.67
3693.335,29509.33
3694.086,29420.33
3694.836,29517.33
3695.586,29368
3696.336,29387.33
3697.086,29462.67
3697.836,29412.67
3698.585,29519.33
3699.335,29388.67
3700.084,29386.33
3700.834,29345.33
3701.583,29474.33
3702.332,29371
3703.081,29419.33
3703.83,29345.33
3704.579,29401.33
3705.328,29476.33
3706.076,29354
3706.825,29369
3707.573,29452.33
3708.321,29364
3709.07,29496
3709.818,29423
3710.565,29375.67
3711.313,29518.33
3712.061,29457
